Movie ID,Movie Name,Release Date,Director,Producer,Genre,Cast,Box Office Collection (INR),Production Budget (INR),Rating,Duration (Min),Language,Awards Won
M545,Above,2011-05-19,Jason Lopez,Denise Chavez,Romance,"Patrick Ray, Joshua Richmond",3673422764,1329629525,7.8,194,Tamil,27
M546,Particularly take,2011-06-23,Jonathan Jensen,Robert Ramos,Adventure,"Patrick Payne, Nancy Buchanan",3830791934,931427268,8.0,124,Telugu,44
M547,Others top,2013-07-17,Gabriel Taylor,Karen Watkins,Thriller,"Wendy Bender, Jesse Smith",626465864,735390065,8.7,146,Kannada,28
M548,Body,2002-08-08,Heather Wright,Kimberly Hobbs,Drama,"Olivia Vasquez, Joel Jones DDS",1619574084,416291952,5.7,96,Kannada,35
M549,Decide population,2025-02-14,Kathy Wells,Robert Fischer,Horror,"Adam Moran MD, Kenneth Butler",5448948681,1161193486,7.6,146,Telugu,14
M550,Thank,1987-12-16,David Moore,Tasha Wise,Romance,"Debra Garcia, John Mcdonald",847286633,1467596752,6.8,120,Kannada,10
M551,Worry every,2017-03-04,Rhonda Ellis,Mr. Ronald Simmons,Mystery,"Alexander Miller, James Durham",2284142749,1438774764,7.1,115,Malayalam,35
M552,Health as,1987-01-16,Steven Olson,Zachary Lawson,Mystery,"Brenda Castaneda, Lorraine Williams",5440762895,343395659,8.6,173,Hindi,49
M553,Much,2004-06-13,Eric Merritt,Dana Jordan,Comedy,"Stephanie Meyer, Shawn Smith",1253854068,236311983,5.9,97,Hindi,9
M554,Occur less,2016-09-27,Douglas Wolfe,Robert Chase,Horror,"Thomas Salinas, Tara Martin",3398007465,508932051,8.8,120,Gujarati,32
M555,Tv,2012-12-13,Andrea Morris,Holly Webb,Mystery,"Jesse Smith, Jeffrey Young",3333166108,1197494559,7.9,107,Gujarati,24
M556,Interview themselves,2022-01-22,Brittany Davis,Gina Jenkins,Drama,"Ana Miller, Sandra Garcia",1085069111,391840704,6.5,184,Bengali,50
M557,Maintain,2024-12-28,Noah Leach,Amber Berry,Drama,"Mr. Alexander Porter, Sean Brock",1630170925,850256453,6.2,180,Malayalam,9
M558,Sense born,1983-08-09,Sarah Oconnor,Caroline Gordon,Fantasy,"Sarah Miller, Mark Perry",5958654011,423265040,5.8,120,Bengali,32
M559,Protect,1993-12-27,Matthew Aguilar MD,Kyle Gibson,Drama,"Brian Wright, John Garcia",3625523089,1069166386,5.7,191,Malayalam,41
M560,Charge eat,1983-10-04,Christine Le,James Stark,Action,"Matthew Stout, David Deleon",3921783819,761210266,8.9,141,English,37
M561,Brother rather,1994-01-08,Wanda Hobbs,Paul Fuentes,Sci-Fi,"Melissa Hamilton, Donna Garcia",1192749520,921238818,8.7,181,English,8
M562,Break method,2006-12-22,Monica Harris,Steven Obrien,Romance,"Kellie Olsen, Dana Peterson",2732305852,753827390,7.4,108,Telugu,48
M563,Space,1997-08-29,Andrew Harris,Jeffrey Campbell,Action,"Paul Hernandez, Corey Carroll",5219199991,493481626,8.3,170,Marathi,39
M564,Above like,1996-05-29,Jennifer Gomez,Kelly Klein,Comedy,"Anthony Williams, Terri Brown",981892181,746338984,8.8,99,Bengali,39
M565,Level,2000-10-04,Susan Flowers,Chelsea Burch,Romance,"Christine Morris, Ronald Mcdonald",4957514005,798322861,7.1,193,English,39
M566,Benefit,1999-01-03,Emily Lane,John Grant,Mystery,"Joshua Smith, Nancy Scott",4446639383,505913909,5.7,143,Telugu,21
M567,Night,1994-08-26,Michael Mccullough,Abigail Gray,Fantasy,"Jacob Evans, Crystal Valentine",4018841558,1262697374,5.5,178,English,5
M568,Exist director,2001-05-20,Ellen Walters,Judith Schultz,Mystery,"Sara Harvey, Elizabeth Li",2476906451,996289808,5.9,139,Hindi,25
M569,Learn prevent,2007-05-25,Sean Rosario,Lisa Johnson,Adventure,"Eric Patton, Matthew Delgado",2255494460,910992110,5.9,170,Tamil,34
M570,Field,2013-04-15,James Dawson,Ryan Rodriguez,Action,"Christopher Rogers, Derek Jones",5224747069,717708511,6.5,123,Marathi,21
M571,Dog,1987-08-29,Michael Clark,Justin Anderson,Sci-Fi,"Carolyn Graham, David Hernandez",5217766066,880948313,7.6,197,English,46
M572,Church against,2001-03-27,Melissa Brown,Matthew Russell,Thriller,"Stephen Meadows, Roberta Washington",4406098060,766817486,6.4,182,Malayalam,25
M573,Training,2012-06-27,Melissa Wells,David Thompson,Fantasy,"David Green, Kristi Baker",3507038160,897353725,8.0,95,Bengali,22
M574,Describe later,2009-06-24,Alex Larsen,Mark Green,Comedy,"Laurie Palmer, Jason Wade",4692709522,968506321,7.3,192,Punjabi,25
M575,Peace clearly,1995-05-14,Catherine Morales,Margaret Underwood,Fantasy,"Monica Garcia, Kimberly Mahoney",3351327061,1495216157,7.9,137,Kannada,29
M576,Some phone,1995-12-03,Barbara Reyes,Tammy Stewart,Thriller,"Patrick Stone, Michael Sutton",4397077694,234686405,5.2,198,English,37
M577,Appear,1994-02-11,Donald Walker,Nathan Perkins,Mystery,"Bradley Harris, Mary Walker",2666370874,926918271,8.3,138,Hindi,5
M578,Quickly,2019-10-20,Jennifer Johnson,Alec Long,Comedy,"Jennifer Garza, Dennis Wall",922051488,237220776,7.3,186,Telugu,39
M579,Value,2010-03-05,Wesley Hernandez,Eugene Allen,Action,"Andrew Sosa, Sabrina Wheeler",3327538179,1247987735,6.9,185,Tamil,8
M580,Simple,1979-09-11,Mckenzie Norman,Amy Mitchell,Mystery,"Kenneth Ford, Daniel Martinez",2167902172,894415985,5.9,134,Kannada,22
M581,Recognize note,2018-02-28,Jennifer Little,Karen Church,Horror,"Michelle Rodriguez, Adam Gilbert",3802094474,960214208,8.4,196,Tamil,37
M582,West,2012-03-02,Dustin Logan,Christine Oliver,Horror,"Heather Watson, Melinda Warner",4220938945,440689945,6.6,173,Gujarati,44
M583,Save,1977-03-11,Aaron Lewis,Margaret Ibarra,Mystery,"Leslie May, Elizabeth Bolton",4283116883,977801540,5.3,127,English,13
M584,Seven,2003-12-20,Amanda Porter,Joseph Williams,Adventure,"Brittany Cooper, James Ford",5834064398,1262018529,5.8,112,Tamil,50
M585,Move rise,2009-12-14,Amber Arnold,Ariel Wallace,Fantasy,"Vincent Cisneros, Steven Garrett",4197057331,408657186,8.0,102,Marathi,31
M586,Future,1997-10-01,Cody Hill,Michelle Morgan MD,Thriller,"Christian Leonard, Patricia King",5461538638,312830003,6.1,109,Telugu,8
M587,Join,1995-01-19,Ian Armstrong,Sylvia Mahoney,Drama,"Christopher Schmidt, David Rosales",929588508,574603453,8.7,132,Tamil,27
M588,Measure red,2011-05-06,Evelyn Rios,Reginald Vega,Mystery,"Carolyn Chen, Jonathan Marshall",3410416163,584911749,6.7,116,Telugu,13
M589,Visit,1980-01-17,Amanda Meza,Stacey Sandoval,Romance,"Kristen Brown, Christine Mcdowell",5981434794,249384775,7.4,195,Kannada,6
M590,All,2008-10-26,Michael Mitchell,Jonathan Gray,Comedy,"Mark Martinez, Aaron Butler",1602292497,875498443,7.3,164,Malayalam,37
M591,Affect PM,1983-03-01,Kristen Vargas DDS,Amanda Miller,Action,"Daniel Zimmerman, Carrie Schultz",4303823059,718385518,7.5,102,Bengali,44
M592,Travel,2020-01-18,Ashley Nelson,Mark Hernandez,Romance,"Eric Wall, Janet Conner",881151444,984171803,5.1,167,Kannada,6
M593,National,1978-08-22,Ricardo Oliver,James Mills,Action,"Linda Evans, Luke Mitchell",3763217864,937469432,8.9,195,Kannada,27
M594,Brother method,1993-11-29,Brian Dixon,Ralph Graham,Mystery,"Emma Bowen, Joshua Padilla",3089664178,1220343723,5.5,129,Malayalam,42
M595,Certain play,1996-06-20,Christy Daniels,Kenneth Harrington,Adventure,"Jo Mccann, Jonathan Phillips",1783194449,700581980,5.4,91,Telugu,45
M596,Sea professor,1982-09-11,Robert Stewart,Jacob Nguyen,Mystery,"John Williams, Shelley Bowen",738870748,1200649940,8.2,160,Bengali,24
M597,Me,2006-12-20,Maria Robinson,Jeremy Adams,Sci-Fi,"Matthew Lambert, Kaitlin Hoover",1576941320,374961436,7.8,191,Malayalam,34
M598,Water,2000-04-03,Allen Tate,Nathan Munoz,Romance,"Crystal Hogan, Christopher Gordon",1096391199,205710825,8.3,154,Gujarati,30
M599,Draw sure,1992-04-13,Miss Claudia Pacheco,Jennifer Little,Horror,"David Duran, Laura Brown",4040994059,802447779,7.5,98,Bengali,10
M600,Light,1979-01-11,Amy Gallegos,Bruce Richards,Fantasy,"Matthew Knight, Charles Holden",662836196,542294460,6.9,145,Hindi,21
M601,Reach,2018-11-23,Matthew Burnett,Jeffrey Rodriguez,Action,"Barry Garcia, Howard Becker",2420382474,1085207668,6.3,155,Punjabi,13
M602,Article,1998-10-29,Justin Beck,William Brown,Action,"Nicole Mcintyre, Erin Taylor",4647959242,293564843,5.9,138,Telugu,23
M603,Role,1992-11-25,Mikayla Gutierrez,Molly Lawson,Drama,"Melanie Williams, James Terry",5078865107,237553471,5.5,152,Kannada,28
M604,Capital,2003-07-15,Joshua Russell,John Torres,Fantasy,"Rodney Burns, Heather Evans",874920549,1373111501,8.6,109,Tamil,48
M605,Policy remember,1987-07-14,Nancy Hart,David Maynard,Sci-Fi,"Sarah Chen, Scott Allen",1260861867,678370952,5.1,156,English,27
M606,Research,1997-01-13,Jeanne Farmer,Lori Gallegos,Action,"Brett Brown, Alison Phillips",5347670414,1213128561,8.8,175,Bengali,9
M607,Example,1994-03-12,Michael Cook,Ashley Taylor,Comedy,"Linda Valenzuela, David Henderson",4081285631,384306636,6.2,116,Tamil,22
M608,Economy site,1990-03-26,Rebecca Martin,Luis Mccarthy,Action,"Ronald Strong, Jeffrey Harvey",3341161107,1411775104,8.1,145,Kannada,38
M609,Discussion,2018-07-29,Veronica Moss,Amy Vargas,Romance,"Alexander Wood, Joseph Bowen",2257396616,660981034,8.4,111,Hindi,33
M610,Technology,1978-08-26,Rhonda Irwin,Deanna Santiago DDS,Horror,"Brittany Atkinson, Melvin Ballard",3468960323,1061262835,5.7,136,Gujarati,14
M611,Rise weight,2013-11-30,Donna Castro,Thomas Schaefer,Horror,"Mary Thomas, Robin Russell",3901313713,405345622,7.4,199,Hindi,16
M612,Country,2000-04-05,Maria Stewart,David Mendoza,Romance,"Kelly Lewis, Mr. John Andrews",1789323899,1371058579,7.6,167,Punjabi,13
M613,Table,1990-06-13,Amber Smith,Riley Fernandez,Fantasy,"Sean Rogers, Margaret Hernandez",4232448732,1001328278,5.0,111,Gujarati,17
M614,Family,2008-10-12,Jeremy Rodriguez,Alicia Martin,Fantasy,"Melinda Martin, Theodore Mitchell",1567517713,917819219,6.5,145,Hindi,25
M615,Today song,1982-01-02,Betty Martin,Travis Dawson,Horror,"Kelly Brown, Dustin Ayers",5252674023,1089350325,7.8,127,Telugu,13
M616,Consider,2003-12-09,Stephanie Sharp,Regina Benson,Drama,"Heather Payne, David Haas",3954859725,1435291318,8.0,174,Gujarati,10
M617,Suggest religious,2016-04-07,Katherine Cox,Andrew Johnson,Mystery,"Angela Boyer, Jacob English",5424536631,678356601,5.6,154,Marathi,36
M618,Entire,2019-06-10,Donald Castillo,Eileen Ramos,Mystery,"Brandon Knight, Bianca Johnson",3830541617,1223230747,7.2,143,Telugu,28
M619,Those future,1999-07-13,Debra Mccormick,Jacqueline Abbott,Romance,"John Olson, Benjamin Miller",5190277218,976207881,7.8,155,Punjabi,10
M620,There lawyer,2022-02-11,Danielle Durham,Erica Church,Horror,"Chelsea Hill, Thomas Ramirez",3156724884,591669687,6.0,169,Marathi,40
M621,His idea,1990-06-18,Kimberly Black,Gregory Bullock,Fantasy,"Melissa Rocha, John Petty",5226759904,233005769,8.3,91,Gujarati,23
M622,Toward,1993-09-24,Dawn Bennett,Tara Miller,Sci-Fi,"Jeffery Stewart, Charles Miller",5165187211,350812938,6.5,137,Bengali,30
M623,Picture actually,2020-07-11,Thomas Nguyen,Sandra Rodriguez,Mystery,"Alexis Clark, Annette Phillips",2279843431,1381235770,6.3,198,Malayalam,32
M624,Firm lose,2017-07-06,Tara Krause,Kelly Kelly,Comedy,"Anthony Pearson, Jared Edwards",5711085603,550819204,7.7,138,Telugu,41
M625,Position,2021-12-23,Robert Hall,Edwin Tate,Thriller,"Patricia Miller, Allison Gross",2944740414,809911229,6.8,156,Hindi,18
M626,East treatment,1994-03-13,Jennifer Love,Mr. Derek Duncan,Drama,"Kyle Mitchell, Rachel Buck",3901400956,235753543,6.6,136,Hindi,31
M627,Enough,2007-09-15,Kevin Robinson,Henry Harvey DVM,Action,"Jason Nixon, Ann White",4712592275,648561808,7.1,102,Kannada,13
M628,Approach respond,2011-01-16,Jessica Nelson,Brenda Watkins,Action,"Olivia Holmes, Anita Green",2812325333,236301417,8.4,112,Bengali,42
M629,Affect,2001-01-16,Sarah Hobbs,Monica Cruz,Action,"Danielle Raymond, David Anderson",785681468,747072304,7.7,167,Telugu,19
M630,Again,2007-08-11,Jose Hill,Lisa Keller,Sci-Fi,"Kristin Cooper, Jeffrey Branch",3213084537,1074942461,6.0,171,Marathi,36
M631,Cause soon,2021-12-06,Omar Nichols,Cynthia Perez,Fantasy,"Mary Black, Patrick Peters",3980200914,1197894349,5.1,131,Malayalam,11
M632,Some,1983-12-10,Desiree Washington,Christopher Hall,Adventure,"Danielle Ellis, Leslie Curry",1450444073,693249710,8.7,184,Gujarati,10
M633,Civil,1983-04-20,Shannon Rivas,Paula Sullivan,Drama,"John Young, Julie Lozano",5151903710,451156197,7.5,123,Malayalam,32
M634,Travel goal,1982-12-03,Jill Lane,Cynthia Roach,Drama,"Crystal Johnson, Kendra Garcia",4762673189,713601034,6.0,165,Malayalam,28
M635,Budget team,1988-11-05,Lisa Ramirez,Amanda Spears,Action,"Maria Barrera, William Robinson",4552832880,917655948,5.2,174,Malayalam,34
M636,Name,1984-11-10,Anthony Green,Anthony Romero Jr.,Mystery,"Rita Hopkins, Hailey Dixon",2792295503,253792451,7.8,155,Punjabi,36
M637,Happen color,2014-10-30,Kent Hall,April Page,Action,"Michael Frazier, Dustin Smith",1276380699,381469327,7.1,161,Kannada,27
M638,Sure operation,1976-01-24,Brian Evans,Julie Carter,Adventure,"Christina Moore, Brian Smith",1930593004,643413208,7.0,98,Kannada,10
M639,Age,1979-02-21,Andrew Thompson,Jeremy Kramer,Thriller,"Timothy Howard, Jesse Braun",3878811548,952927180,8.1,126,English,30
M640,Understand above,1986-11-02,Madison Walker,Tyler Castillo,Adventure,"Aaron Brown, Ernest Green",5240640605,1187138704,5.3,194,Hindi,31
M641,Risk,1988-05-15,Cynthia Rollins,Andrew Allen,Thriller,"Suzanne Lopez, Jason Wallace",1112804345,1201798815,8.2,107,Bengali,36
M642,Idea,2017-06-15,Dustin Adams,Megan Martin,Romance,"Stacy Pittman, Tyler Martinez",1025045961,1358192862,7.8,193,English,18
M643,Stuff people,1981-09-26,Carol Parker,Michael Kramer,Horror,"Latoya Johnson, Haley Hardy",5467120311,243677185,6.0,187,English,16
M644,Certainly,2002-11-17,Lisa Frank,Jeanne Hernandez,Thriller,"Angela Clark, Austin Melton",5466552407,362463182,5.6,97,Bengali,12
M645,Party trip,1981-12-08,Henry Hubbard,James Dalton,Fantasy,"Denise Keith, Randy Johnson",550359595,1326218004,5.3,147,Gujarati,9
M646,Group,2023-06-17,Kyle Ortega,James Mahoney,Romance,"Tyler Horn, Roger Guerrero",3459440912,1180195173,6.8,188,Gujarati,18
M647,Image,1984-03-31,Amy Beltran,Andrew Robbins,Sci-Fi,"Nicholas Garza, Nicholas Wiggins",1216863186,787024564,6.5,147,Marathi,36
M648,Large,2007-04-27,Devin Santiago,Thomas Baker,Fantasy,"Daniel Pittman, David Harris",919325133,721710478,8.7,129,Marathi,9
M649,Impact,2017-08-12,Wendy Vasquez,David Fleming,Adventure,"Willie Kim, Andre Green",5356105922,447924271,6.7,199,Hindi,41
M650,Drug allow,2022-05-01,Scott King,Jacqueline Lynn,Comedy,"Dennis Dyer, Brandy Evans",3837681349,763089508,5.0,200,Hindi,44
M651,Third,2012-03-31,Mark Young,Allison Torres,Drama,"George Johnson, Cheryl Irwin",5075662130,1437873593,5.7,154,Hindi,24
M652,Court able,2023-01-21,Abigail Gonzalez,Sean Chambers,Sci-Fi,"Jennifer Baker, John Mcdonald",1015160982,971697378,8.6,155,Hindi,33
M653,Mr fight,2022-07-03,Marilyn Lopez,Sarah Griffith,Romance,"Jonathan Mendoza, James Jordan",5375118379,1378527686,7.6,164,Telugu,10
M654,Guy,1994-04-25,Dustin Henry,Christina Smith,Mystery,"William Butler, Sarah Graham",1986825453,748837461,9.0,142,Kannada,42
M655,Ball,2004-09-06,Melinda Mitchell,Cassandra Anderson,Action,"Vicki Williams, Kayla Smith",3078541806,1116622334,6.6,98,English,34
M656,Family dog,2020-03-19,Lee Gonzalez,Molly Wallace,Drama,"Lindsey Velazquez, Jade Bates",1319837582,812838774,6.5,151,English,22
M657,Data other,2017-10-17,Bob Hobbs,Margaret Marshall,Comedy,"Gabriel Cochran, Stacy Lewis DVM",5564516098,1320985519,6.6,153,English,48
M658,Recent,1990-09-04,Danielle Blair,Cheryl Johnson,Action,"Jennifer Graves, Jimmy Molina",4990536179,486557735,6.1,125,Kannada,28
M659,Consider audience,1991-12-13,Jesse Holmes,Paul Evans,Comedy,"Amy Hurley, Thomas Clark",2947371883,215884862,8.1,188,Marathi,29
M660,Official budget,1975-12-28,Melissa Nguyen,Michelle Osborne MD,Action,"Daryl Harrison, Nicholas Gonzalez",973492707,1315716752,8.8,110,Tamil,45
M661,Four popular,2016-08-16,Carolyn Pittman,Michael Johnston,Sci-Fi,"Cindy Hull, Lee George",4415100308,1295596489,7.8,189,Tamil,26
M662,Pretty,1998-09-20,Robert Watson,Brandon Melton,Thriller,"Pamela Long, Craig Richardson",4141120125,1219074117,7.1,122,Punjabi,48
M663,Employee,2011-09-25,Andrea Johnson,Jesse Harris,Comedy,"Mark Santiago, Devin Ramsey",5012277657,1058045683,7.5,171,Hindi,32
M664,Staff,1999-10-31,Melissa Henderson,Michelle Garza,Sci-Fi,"Lauren Wood, Nathan Martinez",5599575293,610005890,5.2,146,Bengali,35
M665,Later hour,2015-07-25,Stephen Brady,Emily Henry,Sci-Fi,"Lori West, Stacy Rodriguez",3628266411,675046056,5.8,186,Tamil,13
M666,Information,1989-01-10,Mrs. Kayla Turner,Edward Vaughn,Romance,"Patrick Johnson DDS, Cheryl Cruz",4946201741,832534627,7.9,124,Gujarati,39
M667,Herself,2020-04-24,Ryan Best,Katie Ramirez,Sci-Fi,"Christopher Lara, Justin Archer",3077520358,1091658322,5.5,134,Malayalam,39
M668,Simply,1980-12-13,Chelsea Rice,Richard Hunt,Fantasy,"Samuel Krueger, Wanda Austin",2479147647,1126158763,6.6,137,Kannada,34
M669,Let pass,1991-01-19,Vickie Stewart,Christina Rivas DVM,Thriller,"Steven Hudson, Vincent Baker",1309200950,219521379,6.5,158,Telugu,14
M670,Better pay,1997-02-04,Henry Hudson,Ashley Hart,Horror,"Charles Brown, Elizabeth Cruz",1409860974,231275474,8.1,144,Marathi,14
M671,Maybe,1994-11-16,Christina Kelly,John Hernandez,Drama,"Glenn Taylor, Emily Mueller",1290377079,1106617254,7.2,172,Bengali,22
M672,Especially ask,1997-09-13,Gary Miller,Nicole Sherman,Thriller,"Rachel Perez, Danielle Murphy",3790581883,1374614141,6.1,124,Tamil,11
M673,Admit particular,1990-04-16,Patrick Johnson,Raymond Dunn,Thriller,"Jeffrey Washington, Emily Scott",5918774317,1124638831,6.6,109,Kannada,17
M674,Visit,1996-06-18,Christopher Shannon DDS,Natasha Carpenter,Adventure,"Melissa Gonzalez, Jacob Lewis",4984431900,1481521183,6.3,143,Gujarati,50
M675,Quite more,1988-11-13,Linda Miller,John Ward,Thriller,"Kristin Knight, David Strong",2758807184,770400464,5.4,136,Kannada,21
M676,Cold per,1997-05-20,Amber Rogers,Marco Sanders,Fantasy,"Paul Garrett, Amanda Hayes",4009676913,1011996995,5.4,103,Marathi,28
M677,Quality Democrat,2002-04-01,Kathryn Roberts,William Smith,Mystery,"Jane Garrison, Christina Garrett",2543597733,448619166,5.4,120,Malayalam,19
M678,Scene yourself,2011-06-05,Arthur Miller,Justin Hamilton,Thriller,"Marco Johnson, Mr. Jordan Watkins",1223977775,969373873,8.4,198,Marathi,7
M679,Message,1982-04-05,Janice Harris,Collin Harris,Fantasy,"Melissa Smith, Jose Haney",1877575186,677346181,5.7,180,English,8
M680,Pressure begin,1987-08-27,Lauren Ramos,Emily Nelson,Drama,"Brianna Santiago, Kimberly Smith",1581296608,968613511,6.7,90,Punjabi,37
M681,Use,2008-02-25,Sierra Nelson,Debra Harvey,Thriller,"Connie Mcguire, Katrina Peck",3405911402,713145286,5.4,116,English,9
M682,Never,2021-06-23,Vanessa Cook,John Curry,Adventure,"Melissa Brown, Melissa Schaefer",4114024404,1100170427,6.3,161,Telugu,9
M683,Green teacher,2000-04-14,Kyle White,Diana Johnson,Action,"Joe Mendoza, Mrs. Linda Atkinson MD",3133592610,1253504311,7.3,169,Hindi,28
M684,Myself ability,2012-06-04,Brittney Montgomery,Jill Luna,Adventure,"Eric Obrien, Tiffany Carson",622365418,1498305409,8.2,163,Marathi,6
M685,Friend ball,2006-09-18,Matthew Johnson,Jose Taylor,Comedy,"Erika Freeman, Lori Gates",3207196082,424150465,5.1,172,Kannada,42
M686,And senior,1978-11-21,Timothy Newman,Juan Ramsey,Romance,"Zachary Williams, Sarah Nelson",1467210722,433894053,8.1,158,Tamil,40
M687,Training,1977-08-28,Robert Brown,Joshua Jones,Fantasy,"Laura Gillespie, Benjamin Eaton",1775770374,261102928,8.0,105,Punjabi,44
M688,Born,2002-09-13,Donald Wu,Corey Gray DDS,Mystery,"Bryan Murphy, Amy King DDS",1400854936,456008659,7.0,135,Malayalam,32
M689,American budget,2003-10-29,Andrea Garcia,Guy Fuller,Horror,"Elizabeth Barrett, Joseph Clark",5959731673,1178544919,7.8,100,English,23
M690,Song instead,2010-02-06,Adam Goodman,Joshua Williams,Action,"Omar Ellis, Christopher May",3438310031,1344932883,5.7,182,Telugu,32
M691,Report policy,2024-10-16,Anthony Miller,Christina Green,Adventure,"Jessica Bell, Mark Watson",3474716673,440550163,8.2,200,Hindi,49
M692,War,2023-04-12,Laura Wright,Julie Howard,Romance,"Robert Walton, Andrew Peterson",3720414354,1328065568,5.2,180,Punjabi,19
M693,Standard,2008-11-02,John Hodge,Kim Fisher,Comedy,"Christina Powell, Willie Jackson",5623533242,676599464,6.8,127,Gujarati,7
M694,A,1975-12-04,Eric Robinson,Victor Harding,Thriller,"Jennifer Jones, Debra Baker",4034766693,1103464534,6.5,173,Tamil,7
M695,Appear while,1986-07-20,Jonathan Simpson,Hannah Patrick,Mystery,"Brandon Thompson, Richard Ali",3044195962,764120183,6.4,115,Tamil,24
M696,Article,1980-11-08,Mark Jones,Teresa Fischer,Comedy,"Bryan Rogers, Anthony Bryant",4680736066,1046971080,7.5,97,Bengali,23
M697,Good technology,1996-08-08,Victor Gonzalez,Ricardo Perry,Sci-Fi,"Jonathan Marshall, Angela Mcdaniel",4750909723,342943997,7.3,134,Hindi,47
M698,Become,2014-08-12,Kathleen Townsend,Claudia Bowman,Thriller,"Jennifer Wilson, David Molina",2155839518,886051553,6.9,170,Punjabi,47
M699,Tax expert,2015-05-19,Eric Foster,David Clarke,Mystery,"Leonard Richmond, Jennifer Tran",5582982678,725954944,6.4,156,Malayalam,46
M700,Nearly,1996-01-22,Brandon Palmer,Andrew Krueger,Mystery,"John Sanchez, Megan Andersen",2213288012,388309473,6.6,171,Hindi,21
M701,Economic chance,1981-04-23,Tamara Schultz,Katie Sheppard,Sci-Fi,"Kimberly Wilson, Nicole Suarez",4377717607,1333748363,9.0,98,Bengali,26
M702,Almost out,1976-08-03,Angela Lopez,Jamie Foster,Thriller,"Kristina Simmons, Katie Wheeler",3934969605,1246397804,7.3,137,Bengali,17
M703,Reduce try,1987-04-09,Jeffrey Lowery,Matthew Johnson,Adventure,"Marissa Mclean, Leslie Williams",4715417841,1339951718,8.8,199,English,20
M704,Fish scientist,1976-03-04,Tracy Drake,Timothy Campbell,Sci-Fi,"Brittney Davis, Rickey Flores",1288817181,997200746,5.6,200,Bengali,36
M705,Sound beyond,2006-02-06,Ashley Li,Richard Rios,Adventure,"Briana Cunningham, Jeremy Wells",2219383594,1331182362,7.9,156,English,10
M706,Father,2005-02-07,William Escobar,Evan James,Romance,"Daniel Hamilton, Cassandra Jones",5464154348,266027254,6.6,133,Hindi,16
M707,Face,1986-09-20,Joshua Tran,Julie Downs,Romance,"Jennifer Smith, Amanda Weber MD",4255557150,1233958985,5.5,199,Kannada,34
M708,Bad move,2009-07-08,Joseph Wallace,Connie Griffin,Romance,"Maria Gonzalez, Darrell Jackson",5209925289,795178695,5.8,143,Punjabi,30
M709,Send,2024-12-12,Judy Sparks,Melanie Hall,Thriller,"Joseph Murphy, Annette Evans",3526762986,1104707448,5.7,97,Kannada,20
M710,Perhaps,1981-06-23,Hunter Casey,Scott Hall,Horror,"Lisa Blackburn, Antonio Murray",3114238931,571084375,5.9,154,Tamil,34
M711,Food respond,2005-12-04,Mr. Brian Davila,Stephanie Thomas,Thriller,"Jamie Harris, Victor Rangel",2081051682,546127563,8.0,112,Marathi,44
M712,Company put,2016-12-19,Nicole Smith,Alicia Moreno,Romance,"Ann Hernandez, Jenna Torres",2207476320,1400525913,8.2,159,Telugu,32
M713,Discover guy,2006-10-11,Shannon Carpenter,Charles Torres,Thriller,"Anthony Pacheco, Jacob Moore",1372131269,950690360,5.3,135,Marathi,10
M714,National,2015-10-12,Stephen Brown,Stephanie Osborn,Comedy,"Mrs. Erika Shaffer, David Garrett",2983944857,379411482,7.9,116,Marathi,15
M715,Region,2009-02-05,Shawn Carpenter,Cheryl Downs,Mystery,"Lisa Sullivan, Angel Smith",1722854379,393403322,9.0,171,Malayalam,39
M716,Decade investment,2015-11-06,Shawn Dunn,James Sanchez,Adventure,"Matthew Martinez, Devin Boyer",3130617068,222622045,6.1,105,Punjabi,14
M717,Boy especially,1990-06-24,Jennifer Rosario,Karen Morgan,Romance,"Christopher Hodges, Amanda Johnston",2558191369,312163023,8.5,105,Malayalam,50
M718,Somebody staff,2015-11-06,Angela Beard,Reginald Charles,Horror,"Cristina Johns, Hannah Richardson",3772619403,200999251,7.0,152,Marathi,40
M719,Case action,1999-08-15,Adam Holmes,Glen Pineda,Horror,"Julie Howell, Ashley Ortiz",1884894918,506869590,6.7,105,Gujarati,12
M720,This responsibility,1987-08-10,Tammy Mckenzie,Kevin Leach,Adventure,"David Mercer, Kendra Aguilar",2110110168,469573436,6.3,161,Malayalam,14
M721,Away shake,1975-06-30,Matthew Wilcox,Matthew Anthony,Thriller,"Steven Ortiz, Kimberly Forbes",4040783054,725498395,5.7,175,Gujarati,23
M722,Push,1977-01-21,Brittany Eaton,Crystal Rivera,Sci-Fi,"Dominique Zuniga, Marcus Mack",1786787725,878072817,7.9,196,Tamil,28
M723,Though,1997-07-03,Erik Page,Meghan Keller,Drama,"Lindsay Phillips, Denise Reese",4407806436,1158744335,8.9,113,Marathi,10
M724,Our,2023-03-20,Anthony Ferrell,Holly Gross,Mystery,"Amber Thompson, Sergio Escobar",1283480256,611342490,7.0,183,English,50
M725,Edge its,2020-08-04,Emily Dennis,Sylvia Lutz,Thriller,"Amanda Woods, Tommy Rodriguez",4571231785,493129369,5.9,114,Marathi,32
M726,Development garden,2018-03-31,Amy Ellison,Jason Grant,Horror,"Dylan Weaver, Gary Franklin",1351313651,1450426246,7.7,153,Hindi,28
M727,Call power,1985-02-19,Frederick Martinez,Cassandra Rios,Action,"William Moses MD, Barbara Carter",2543099312,1290617080,7.5,130,Malayalam,45
